  
 ------------------------
 2D Mesh Quality Measures
 ------------------------
  
Signed Area     Aspect Ratio    Condition       Edge Ratio      Jacobian        Minimum Angle   Maximum Angle   Area Sign       
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6001E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      8.9997E+01      9.0002E+01      1.0000E+00
      3.6005E-03      1.0001E+00      1.0000E+00      1.0001E+00      3.6002E-03      8.9988E+01      9.0008E+01      1.0000E+00
      3.6022E-03      1.0003E+00      1.0000E+00      1.0006E+00      3.6012E-03      8.9951E+01      9.0038E+01      1.0000E+00
      3.6095E-03      1.0015E+00      1.0000E+00      1.0026E+00      3.6061E-03      8.9827E+01      9.0147E+01      1.0000E+00
      3.6346E-03      1.0063E+00      1.0001E+00      1.0104E+00      3.6245E-03      8.9495E+01      9.0474E+01      1.0000E+00
      3.6962E-03      1.0221E+00      1.0008E+00      1.0357E+00      3.6597E-03      8.8763E+01      9.1331E+01      1.0000E+00
      3.6971E-03      1.0299E+00      1.0023E+00      1.0702E+00      3.6390E-03      8.8967E+01      9.1401E+01      1.0000E+00
      3.8383E-03      1.1731E+00      1.0494E+00      1.2433E+00      3.3857E-03      7.4567E+01      1.0428E+02      1.0000E+00
      4.1053E-03      1.1087E+00      1.0289E+00      1.2618E+00      3.3966E-03      8.2686E+01      1.0234E+02      1.0000E+00
      3.6707E-03      1.0246E+00      1.0035E+00      1.0554E+00      3.5530E-03      8.7023E+01      9.4420E+01      1.0000E+00
      3.6322E-03      1.0061E+00      1.0004E+00      1.0122E+00      3.6086E-03      8.8869E+01      9.1482E+01      1.0000E+00
      3.6177E-03      1.0020E+00      1.0000E+00      1.0029E+00      3.6118E-03      8.9516E+01      9.0465E+01      1.0000E+00
      3.6065E-03      1.0007E+00      1.0000E+00      1.0012E+00      3.6032E-03      8.9834E+01      9.0129E+01      1.0000E+00
      3.6017E-03      1.0002E+00      1.0000E+00      1.0003E+00      3.6007E-03      8.9956E+01      9.0031E+01      1.0000E+00
      3.6003E-03      1.0000E+00      1.0000E+00      1.0001E+00      3.6001E-03      8.9992E+01      9.0005E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      8.9999E+01      9.0001E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      8.9999E+01      9.0000E+01      1.0000E+00
      3.6001E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6001E-03      8.9997E+01      9.0002E+01      1.0000E+00
      3.6009E-03      1.0001E+00      1.0000E+00      1.0002E+00      3.6004E-03      8.9981E+01      9.0014E+01      1.0000E+00
      3.6047E-03      1.0008E+00      1.0000E+00      1.0013E+00      3.6026E-03      8.9906E+01      9.0075E+01      1.0000E+00
      3.6187E-03      1.0035E+00      1.0000E+00      1.0056E+00      3.6118E-03      8.9681E+01      9.0287E+01      1.0000E+00
      3.6493E-03      1.0101E+00      1.0002E+00      1.0176E+00      3.6337E-03      8.9484E+01      9.0607E+01      1.0000E+00
      3.7147E-03      1.0273E+00      1.0012E+00      1.0486E+00      3.6757E-03      8.9491E+01      9.0761E+01      1.0000E+00
      3.9658E-03      1.1480E+00      1.0270E+00      1.2058E+00      3.5719E-03      8.0408E+01      9.8732E+01      1.0000E+00
      2.4005E-03      1.2954E+00      1.2814E+00      1.5913E+00      1.5003E-03      6.6871E+01      1.2678E+02      1.0000E+00
      2.6162E-03      1.4590E+00      1.2553E+00      1.6747E+00      1.6660E-03      6.2509E+01      1.2658E+02      1.0000E+00
      4.1901E-03      1.1150E+00      1.0367E+00      1.2391E+00      3.6347E-03      7.4908E+01      9.8434E+01      1.0000E+00
      3.7554E-03      1.0268E+00      1.0025E+00      1.0375E+00      3.6777E-03      8.6320E+01      9.3339E+01      1.0000E+00
      3.6426E-03      1.0056E+00      1.0002E+00      1.0090E+00      3.6262E-03      8.8899E+01      9.1096E+01      1.0000E+00
      3.6110E-03      1.0010E+00      1.0000E+00      1.0019E+00      3.6069E-03      8.9716E+01      9.0264E+01      1.0000E+00
      3.6025E-03      1.0002E+00      1.0000E+00      1.0004E+00      3.6014E-03      8.9935E+01      9.0052E+01      1.0000E+00
      3.6005E-03      1.0000E+00      1.0000E+00      1.0001E+00      3.6002E-03      8.9987E+01      9.0009E+01      1.0000E+00
      3.6001E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      8.9998E+01      9.0002E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      8.9999E+01      9.0001E+01      1.0000E+00
      3.6003E-03      1.0001E+00      1.0000E+00      1.0001E+00      3.6002E-03      8.9992E+01      9.0006E+01      1.0000E+00
      3.6020E-03      1.0003E+00      1.0000E+00      1.0006E+00      3.6011E-03      8.9957E+01      9.0033E+01      1.0000E+00
      3.6089E-03      1.0016E+00      1.0000E+00      1.0026E+00      3.6056E-03      8.9845E+01      9.0135E+01      1.0000E+00
      3.6280E-03      1.0061E+00      1.0001E+00      1.0098E+00      3.6181E-03      8.9638E+01      9.0387E+01      1.0000E+00
      3.6539E-03      1.0188E+00      1.0005E+00      1.0324E+00      3.6126E-03      8.9493E+01      9.0848E+01      1.0000E+00
      3.5249E-03      1.0215E+00      1.0029E+00      1.0549E+00      3.4346E-03      8.7105E+01      9.3679E+01      1.0000E+00
      3.1128E-03      1.0663E+00      1.0270E+00      1.0977E+00      2.8310E-03      8.1228E+01      1.0317E+02      1.0000E+00
      3.1146E-03      1.0880E+00      1.0174E+00      1.2046E+00      2.9109E-03      8.6921E+01      9.4168E+01      1.0000E+00
      3.5302E-03      1.0350E+00      1.0022E+00      1.0635E+00      3.5008E-03      8.8295E+01      9.1590E+01      1.0000E+00
      3.6666E-03      1.0153E+00      1.0009E+00      1.0295E+00      3.6106E-03      8.7671E+01      9.1496E+01      1.0000E+00
      3.6282E-03      1.0041E+00      1.0001E+00      1.0067E+00      3.6105E-03      8.9204E+01      9.0595E+01      1.0000E+00
      3.6071E-03      1.0007E+00      1.0000E+00      1.0014E+00      3.6032E-03      8.9813E+01      9.0145E+01      1.0000E+00
      3.6012E-03      1.0001E+00      1.0000E+00      1.0002E+00      3.6006E-03      8.9968E+01      9.0024E+01      1.0000E+00
      3.6002E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6001E-03      8.9996E+01      9.0003E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      8.9999E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6001E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6001E-03      8.9997E+01      9.0002E+01      1.0000E+00
      3.6008E-03      1.0001E+00      1.0000E+00      1.0002E+00      3.6004E-03      8.9983E+01      9.0013E+01      1.0000E+00
      3.6042E-03      1.0007E+00      1.0000E+00      1.0012E+00      3.6025E-03      8.9926E+01      9.0064E+01      1.0000E+00
      3.6139E-03      1.0030E+00      1.0000E+00      1.0050E+00      3.6091E-03      8.9836E+01      9.0185E+01      1.0000E+00
      3.6240E-03      1.0062E+00      1.0001E+00      1.0140E+00      3.6142E-03      8.9658E+01      9.0281E+01      1.0000E+00
      3.6321E-03      1.0212E+00      1.0015E+00      1.0372E+00      3.5908E-03      8.7627E+01      9.2800E+01      1.0000E+00
      3.8690E-03      1.1148E+00      1.0385E+00      1.1617E+00      3.4994E-03      7.4900E+01      1.0240E+02      1.0000E+00
      3.4088E-03      1.0414E+00      1.0055E+00      1.1074E+00      3.3091E-03      8.8176E+01      9.1414E+01      1.0000E+00
      3.5242E-03      1.0167E+00      1.0009E+00      1.0416E+00      3.4958E-03      8.9246E+01      9.0750E+01      1.0000E+00
      3.5980E-03      1.0061E+00      1.0001E+00      1.0108E+00      3.5933E-03      8.9544E+01      9.0457E+01      1.0000E+00
      3.6086E-03      1.0020E+00      1.0000E+00      1.0036E+00      3.6013E-03      8.9684E+01      9.0219E+01      1.0000E+00
      3.6030E-03      1.0004E+00      1.0000E+00      1.0007E+00      3.6009E-03      8.9910E+01      9.0061E+01      1.0000E+00
      3.6006E-03      1.0001E+00      1.0000E+00      1.0001E+00      3.6002E-03      8.9984E+01      9.0011E+01      1.0000E+00
      3.6001E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      8.9998E+01      9.0001E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      8.9999E+01      9.0001E+01      1.0000E+00
      3.6003E-03      1.0001E+00      1.0000E+00      1.0001E+00      3.6002E-03      8.9993E+01      9.0005E+01      1.0000E+00
      3.6020E-03      1.0003E+00      1.0000E+00      1.0006E+00      3.6013E-03      8.9966E+01      9.0028E+01      1.0000E+00
      3.6079E-03      1.0015E+00      1.0000E+00      1.0026E+00      3.6058E-03      8.9915E+01      9.0090E+01      1.0000E+00
      3.6197E-03      1.0057E+00      1.0001E+00      1.0105E+00      3.6089E-03      8.9808E+01      9.0150E+01      1.0000E+00
      3.6267E-03      1.0216E+00      1.0007E+00      1.0364E+00      3.5710E-03      8.8578E+01      9.0941E+01      1.0000E+00
      3.6498E-03      1.1418E+00      1.0225E+00      1.2342E+00      3.2336E-03      8.1839E+01      9.9131E+01      1.0000E+00
      1.9834E-03      1.3715E+00      1.2704E+00      1.6548E+00      1.3016E-03      6.2516E+01      1.2590E+02      1.0000E+00
      3.5710E-03      1.0295E+00      1.0020E+00      1.0644E+00      3.4958E-03      8.8626E+01      9.1020E+01      1.0000E+00
      3.5706E-03      1.0127E+00      1.0004E+00      1.0278E+00      3.5418E-03      8.9604E+01      9.0523E+01      1.0000E+00
      3.5922E-03      1.0037E+00      1.0000E+00      1.0077E+00      3.5854E-03      8.9911E+01      9.0190E+01      1.0000E+00
      3.6003E-03      1.0009E+00      1.0000E+00      1.0014E+00      3.5990E-03      8.9933E+01      9.0063E+01      1.0000E+00
      3.6007E-03      1.0002E+00      1.0000E+00      1.0003E+00      3.6000E-03      8.9973E+01      9.0018E+01      1.0000E+00
      3.6002E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      8.9994E+01      9.0003E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      8.9999E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6002E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6001E-03      8.9997E+01      9.0002E+01      1.0000E+00
      3.6012E-03      1.0002E+00      1.0000E+00      1.0003E+00      3.6008E-03      8.9984E+01      9.0010E+01      1.0000E+00
      3.6049E-03      1.0009E+00      1.0000E+00      1.0015E+00      3.6031E-03      8.9933E+01      9.0057E+01      1.0000E+00
      3.6055E-03      1.0037E+00      1.0000E+00      1.0057E+00      3.5937E-03      8.9811E+01      9.0277E+01      1.0000E+00
      3.5389E-03      1.0114E+00      1.0002E+00      1.0232E+00      3.4730E-03      8.9097E+01      9.1232E+01      1.0000E+00
      3.1422E-03      1.0545E+00      1.0036E+00      1.0864E+00      3.0013E-03      8.6486E+01      9.2274E+01      1.0000E+00
      2.3431E-03      1.1459E+00      1.0289E+00      1.2164E+00      2.1279E-03      8.2130E+01      9.9515E+01      1.0000E+00
      3.6334E-03      1.0242E+00      1.0008E+00      1.0409E+00      3.5927E-03      8.9323E+01      9.0632E+01      1.0000E+00
      3.5933E-03      1.0107E+00      1.0002E+00      1.0185E+00      3.5774E-03      8.9755E+01      9.0266E+01      1.0000E+00
      3.5951E-03      1.0030E+00      1.0000E+00      1.0053E+00      3.5911E-03      8.9943E+01      9.0076E+01      1.0000E+00
      3.5990E-03      1.0006E+00      1.0000E+00      1.0010E+00      3.5984E-03      8.9983E+01      9.0017E+01      1.0000E+00
      3.6000E-03      1.0001E+00      1.0000E+00      1.0001E+00      3.5998E-03      8.9995E+01      9.0004E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      8.9999E+01      9.0001E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6001E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6001E-03      9.0000E+01      9.0001E+01      1.0000E+00
      3.6010E-03      1.0001E+00      1.0000E+00      1.0002E+00      3.6008E-03      8.9995E+01      9.0005E+01      1.0000E+00
      3.6039E-03      1.0002E+00      1.0000E+00      1.0006E+00      3.6031E-03      8.9977E+01      9.0024E+01      1.0000E+00
      3.5993E-03      1.0007E+00      1.0000E+00      1.0011E+00      3.5985E-03      8.9933E+01      9.0066E+01      1.0000E+00
      3.5103E-03      1.0128E+00      1.0002E+00      1.0206E+00      3.4923E-03      8.9575E+01      9.0422E+01      1.0000E+00
      3.1722E-03      1.0554E+00      1.0041E+00      1.0926E+00      3.1152E-03      8.8831E+01      9.1158E+01      1.0000E+00
      2.5639E-03      1.1369E+00      1.0245E+00      1.2364E+00      2.4716E-03      8.6122E+01      9.3877E+01      1.0000E+00
      3.6023E-03      1.0268E+00      1.0014E+00      1.0541E+00      3.5379E-03      8.8813E+01      9.0862E+01      1.0000E+00
      3.5802E-03      1.0117E+00      1.0003E+00      1.0238E+00      3.5545E-03      8.9584E+01      9.0407E+01      1.0000E+00
      3.5914E-03      1.0033E+00      1.0000E+00      1.0067E+00      3.5848E-03      8.9906E+01      9.0117E+01      1.0000E+00
      3.5983E-03      1.0006E+00      1.0000E+00      1.0012E+00      3.5973E-03      8.9989E+01      9.0023E+01      1.0000E+00
      3.5999E-03      1.0001E+00      1.0000E+00      1.0001E+00      3.5998E-03      8.9996E+01      9.0004E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      8.9999E+01      9.0001E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
      3.6000E-03      1.0000E+00      1.0000E+00      1.0000E+00      3.6000E-03      9.0000E+01      9.0000E+01      1.0000E+00
